state,district,population,phcs,population_per_phc,stress_score,stress_category
uttar pradesh,179,3797117,3496,1086.1318649885584,0.03036588490957753,Low Stress
uttar pradesh,180,3487731,3496,997.6347254004577,0.027730097269568647,Low Stress
uttar pradesh,181,1117361,3496,319.6112700228833,0.007535932219282436,Low Stress
uttar pradesh,182,2148665,3496,614.6066933638444,0.016322038689167043,Low Stress
uttar pradesh,183,3433919,3496,982.2422768878719,0.027271650525100062,Low Stress
uttar pradesh,184,2559297,3496,732.0643592677345,0.01982038299108156,Low Stress
uttar pradesh,185,2464464,3496,704.9382151029748,0.01901246133572236,Low Stress
uttar pradesh,186,1715183,3496,490.6129862700229,0.012629025761089076,Low Stress
uttar pradesh,187,2684703,3496,767.9356407322655,0.02088876871242304,Low Stress
uttar pradesh,188,4440895,3496,1270.278890160183,0.03585049667387726,Low Stress
uttar pradesh,189,3564544,3496,1019.6064073226545,0.02838449907182215,Low Stress
uttar pradesh,190,3100946,3496,886.9982837528604,0.02443491545028518,Low Stress
uttar pradesh,191,4613913,3496,1319.7691647597253,0.037324508768474485,Low Stress
uttar pradesh,192,2205968,3496,630.9977116704805,0.016810226710394338,Low Stress
uttar pradesh,193,3239774,3496,926.7088100686499,0.025617648755887738,Low Stress
uttar pradesh,194,4494204,3496,1285.5274599542333,0.03630465815274584,Low Stress
uttar pradesh,195,3620268,3496,1035.5457665903891,0.0288592349372196,Low Stress
uttar pradesh,196,1952756,3496,558.5686498855836,0.014653008672403196,Low Stress
uttar pradesh,197,3676841,3496,1051.7279748283752,0.02934120378570732,Low Stress
uttar pradesh,198,1578213,3496,451.4339244851259,0.011462121528020949,Low Stress
uttar pradesh,199,2496970,3496,714.2362700228833,0.019289393430342444,Low Stress
uttar pradesh,200,1862559,3496,532.7685926773455,0.013884583023647654,Low Stress
uttar pradesh,201,1774480,3496,507.57437070938215,0.0131342014952516,Low Stress
uttar pradesh,202,1436719,3496,410.96081235697943,0.01025667546279687,Low Stress
bihar,0,104099452,1883,55283.83005841742,1.6445832899021735,Low Stress
bihar,203,3935042,1883,2089.772703133298,0.060258197005795336,Low Stress
bihar,204,5099371,1883,2708.1099309612323,0.07867467498521884,Low Stress
bihar,205,656246,1883,348.5108868826341,0.008396674761634233,Low Stress
bihar,206,3423574,1883,1818.1486988847585,0.052168181933440555,Low Stress
bihar,207,4487379,1883,2383.1009028146573,0.06899464709655218,Low Stress
bihar,208,2229076,1883,1183.789697291556,0.03327451346562311,Low Stress
bihar,209,2811569,1883,1493.1327668613915,0.04248794842057857,Low Stress
bihar,210,1690400,1883,897.7164099840679,0.02475414276967382,Low Stress
bihar,211,3264619,1883,1733.7328730748804,0.049653951628072165,Low Stress
bihar,212,3071029,1883,1630.9235262878385,0.046591891014588695,Low Stress
bihar,213,2001762,1883,1063.0706319702601,0.02967903205494393,Low Stress
bihar,214,1900661,1883,1009.3791821561339,0.02807989268780827,Low Stress
bihar,215,3937385,1883,2091.016994158258,0.060295256812693376,Low Stress
bihar,216,4801062,1883,2549.6877323420076,0.07395624820931285,Low Stress
bihar,217,2562012,1883,1360.6011683483803,0.038540644011677824,Low Stress
bihar,218,3330464,1883,1768.7010090281465,0.05069543817745394,Low Stress
bihar,219,3951862,1883,2098.705257567711,0.060524243080069796,Low Stress
bihar,220,3495021,1883,1856.091874668083,0.05329827669376677,Low Stress
bihar,221,4261566,1883,2263.1789697291556,0.06542290737181153,Low Stress
bihar,222,2970541,1883,1577.5576208178438,0.04500244761912547,Low Stress
bihar,223,1666886,1883,885.2288900690388,0.02438221605204662,Low Stress
bihar,224,3037766,1883,1613.2586298459905,0.04606576196770456,Low Stress
bihar,225,2034763,1883,1080.5963887413702,0.03020101698342974,Low Stress
bihar,226,1367765,1883,726.3754646840149,0.019650945672554966,Low Stress
bihar,227,1000912,1883,531.5517790759426,0.013848341600866081,Low Stress
bihar,228,636342,1883,337.9405204460966,0.008081848301327526,Low Stress
bihar,229,2877653,1883,1528.2278279341476,0.04353321529170539,Low Stress
bihar,230,5838465,1883,3100.618693574084,0.09036510644894089,Low Stress
bihar,231,2728407,1883,1448.968135953266,0.04117255462576214,Low Stress
bihar,232,1706352,1883,906.1879978757302,0.025006459474598085,Low Stress
bihar,233,1626384,1883,863.7195963887414,0.023741585962851374,Low Stress
bihar,234,2959918,1883,1571.9160913436006,0.04483442101704357,Low Stress
bihar,235,2540073,1883,1348.950079660117,0.03819362945617799,Low Stress
bihar,236,4391418,1883,2332.139139670738,0.0674768083728036,Low Stress
bihar,237,2219146,1883,1178.5161975570898,0.03311744821487725,Low Stress
bihar,238,1760405,1883,934.8937865108869,0.025861429061563437,Low Stress
bihar,239,1125313,1883,597.6171003717473,0.01581602279502878,Low Stress
bihar,240,700843,1883,372.1949017525226,0.009102076472360625,Low Stress
sikkim,0,610577,24,25440.708333333332,0.7557395176811584,Low Stress
sikkim,241,43709,24,1821.2083333333333,0.052259309699829774,Low Stress
sikkim,242,136435,24,5684.791666666667,0.16733178824029546,Low Stress
sikkim,243,146850,24,6118.75,0.1802567484887581,Low Stress
sikkim,244,283583,24,11815.958333333334,0.349941682684922,Low Stress
arunachal pradesh,0,1383727,97,14265.226804123711,0.4228903858003023,Low Stress
arunachal pradesh,245,49977,97,515.2268041237113,0.013362120606573836,Low Stress
arunachal pradesh,246,83947,97,865.4329896907217,0.023792617452782612,Low Stress
arunachal pradesh,247,78690,97,811.2371134020618,0.022178454311171793,Low Stress
arunachal pradesh,248,176573,97,1820.340206185567,0.05223345351039033,Low Stress
arunachal pradesh,249,83448,97,860.2886597938144,0.023639399380181548,Low Stress
arunachal pradesh,250,112274,97,1157.4639175257732,0.03249042976254288,Low Stress
arunachal pradesh,251,99214,97,1022.8247422680413,0.02848035355378554,Low Stress
arunachal pradesh,252,35320,97,364.12371134020617,0.008861685155443956,Low Stress
arunachal pradesh,253,148226,97,1528.1030927835052,0.043529500195716206,Low Stress
arunachal pradesh,254,111975,97,1154.381443298969,0.032398621739080515,Low Stress
arunachal pradesh,255,83030,97,855.979381443299,0.023511052377481658,Low Stress
arunachal pradesh,256,92076,97,949.2371134020618,0.026288628900025212,Low Stress
arunachal pradesh,257,8004,97,82.51546391752578,0.0004743006440798415,Low Stress
arunachal pradesh,258,54080,97,557.5257731958762,0.014621947764654338,Low Stress
arunachal pradesh,259,145726,97,1502.3298969072166,0.042761874581482416,Low Stress
arunachal pradesh,260,21167,97,218.2164948453608,0.004516003028143607,Low Stress
nagaland,0,1978502,126,15702.396825396825,0.4656948763894232,Low Stress
nagaland,261,250260,126,1986.1904761904761,0.05717311702726466,Low Stress
nagaland,262,194622,126,1544.6190476190477,0.044021409310757494,Low Stress
nagaland,263,140757,126,1117.1190476190477,0.03128880324746157,Low Stress
nagaland,264,166343,126,1320.1825396825398,0.03733682067502101,Low Stress
nagaland,265,378811,126,3006.436507936508,0.08755999611466378,Low Stress
nagaland,266,163418,126,1296.968253968254,0.036645409318200435,Low Stress
nagaland,267,196596,126,1560.2857142857142,0.04448802333412974,Low Stress
nagaland,268,50484,126,400.6666666666667,0.009950075926345578,Low Stress
nagaland,269,74004,126,587.3333333333334,0.015509732375036193,Low Stress
nagaland,270,267988,126,2126.8888888888887,0.061363660799474994,Low Stress
nagaland,271,95219,126,755.7063492063492,0.020524533036557085,Low Stress
manipur,0,2855794,85,33597.57647058823,0.9986826491476312,Low Stress
manipur,272,479148,85,5637.035294117647,0.1659094184656085,Low Stress
manipur,273,140651,85,1654.7176470588236,0.047300572105581536,Low Stress
manipur,274,274143,85,3225.211764705882,0.09407597075990555,Low Stress
manipur,275,237399,85,2792.929411764706,0.08120092769998824,Low Stress
manipur,276,422168,85,4966.682352941177,0.14594371104251663,Low Stress
manipur,277,517992,85,6094.023529411765,0.17952029840844075,Low Stress
manipur,278,456113,85,5366.035294117647,0.15783798865706303,Low Stress
manipur,279,183998,85,2164.6823529411763,0.062489296564492806,Low Stress
manipur,280,144182,85,1696.2588235294118,0.048537829264425646,Low Stress
mizoram,0,1097206,57,19249.22807017544,0.5713332506882667,Low Stress
mizoram,281,86364,57,1515.157894736842,0.04314394205036063,Low Stress
mizoram,282,83955,57,1472.8947368421052,0.04188518148787043,Low Stress
mizoram,283,400309,57,7022.964912280701,0.20718777135338468,Low Stress
mizoram,284,125745,57,2206.0526315789475,0.06372146372384607,Low Stress
mizoram,285,64937,57,1139.2456140350878,0.03194781810993828,Low Stress
mizoram,286,161428,57,2832.0701754385964,0.08236669126695013,Low Stress
mizoram,287,117894,57,2068.315789473684,0.059619126996527466,Low Stress
mizoram,288,56574,57,992.5263157894736,0.02757794904223154,Low Stress
tripura,0,3673917,83,44264.06024096385,1.3163718559984665,Low Stress
tripura,289,1725739,83,20792.036144578313,0.6172840517236912,Low Stress
tripura,290,876001,83,10554.22891566265,0.3123624928985534,Low Stress
tripura,291,378230,83,4556.987951807229,0.13374142468935524,Low Stress
tripura,292,693947,83,8360.807228915663,0.2470338981195137,Low Stress
meghalaya,0,2966889,108,27471.194444444445,0.8162152598326708,Low Stress
meghalaya,293,643291,108,5956.398148148148,0.17542128141676697,Low Stress
meghalaya,294,317917,108,2943.675925925926,0.0856907428584207,Low Stress
meghalaya,295,142334,108,1317.9074074074074,0.037269058422386744,Low Stress
meghalaya,296,383461,108,3550.564814814815,0.1037662449552946,Low Stress
meghalaya,297,258840,108,2396.6666666666665,0.06939868809555881,Low Stress
meghalaya,298,825922,108,7647.425925925926,0.2257866393969662,Low Stress
meghalaya,299,395124,108,3658.5555555555557,0.10698262755257032,Low Stress
assam,0,31205576,978,31907.541922290387,0.9483468733889487,Low Stress
assam,300,887142,978,907.0981595092024,0.025033567613856396,Low Stress
assam,301,1949258,978,1993.1063394683026,0.057379098226572674,Low Stress
assam,302,1008183,978,1030.861963190184,0.02871973312769273,Low Stress
assam,303,1693622,978,1731.719836400818,0.049593995597752155,Low Stress
assam,304,957423,978,978.9601226993865,0.02717389525885215,Low Stress
assam,305,2823768,978,2887.288343558282,0.08401130221947599,Low Stress
assam,306,1924110,978,1967.3926380368098,0.056613244587376405,Low Stress
assam,307,1042137,978,1065.579754601227,0.02975376344681434,Low Stress
assam,308,686133,978,701.5674846625767,0.018912067925562947,Low Stress
assam,309,1327929,978,1357.8006134969326,0.03845723263932195,Low Stress
assam,310,1326335,978,1356.1707566462167,0.03840868918851557,Low Stress
assam,311,1151050,978,1176.9427402862987,0.03307058456204354,Low Stress
assam,312,1092256,978,1116.8261758691206,0.0312800803922127,Low Stress
assam,313,1066888,978,1090.8875255623723,0.030507526904097106,Low Stress
assam,314,956313,978,977.8251533742331,0.027140091475668288,Low Stress
assam,315,214102,978,218.91820040899796,0.004536902538118379,Low Stress
assam,316,1736617,978,1775.6820040899795,0.05090335925359929,Low Stress
assam,317,1228686,978,1256.3251533742332,0.035434900337955814,Low Stress
assam,318,659296,978,674.1267893660531,0.018094777718981492,Low Stress
assam,319,738804,978,755.4233128834355,0.020516103118425475,Low Stress
assam,320,482162,978,493.00817995910023,0.012700363907728409,Low Stress
assam,321,1517542,978,1551.678936605317,0.044231680153594376,Low Stress
assam,322,1253938,978,1282.1451942740287,0.0362039211784594,Low Stress
assam,323,771639,978,788.9969325153374,0.021516055569634703,Low Stress
assam,324,950075,978,971.4468302658487,0.026950120304946704,Low Stress
assam,325,928500,978,949.3865030674847,0.026293078302972013,Low Stress
assam,326,831668,978,850.3762781186094,0.023344170254989926,Low Stress
west bengal,0,91276115,909,100413.76787678768,2.9887276639427562,Low Stress
west bengal,327,1846823,909,2031.7084708470848,0.05852881923721508,Low Stress
west bengal,328,3872846,909,4260.556655665567,0.12491255236513533,Low Stress
west bengal,329,2819086,909,3101.304730473047,0.09038553928538388,Low Stress
west bengal,330,3007134,909,3308.1782178217823,0.09654703313182056,Low Stress
west bengal,331,1676276,909,1844.08800880088,0.052940755067278494,Low Stress
west bengal,332,3988845,909,4388.168316831683,0.1287133219808335,Low Stress
west bengal,333,7103807,909,7814.969196919692,0.23077672704169053,Low Stress
west bengal,334,3502404,909,3853.029702970297,0.11277482102280949,Low Stress
west bengal,335,7717563,909,8490.168316831683,0.2508867724408098,Low Stress
west bengal,336,5167600,909,5684.928492849285,0.16733586345405552,Low Stress
west bengal,337,10009781,909,11011.860286028603,0.32599252789522226,Low Stress
west bengal,338,5519145,909,6071.666666666667,0.17885442442915536,Low Stress
west bengal,339,3596674,909,3956.7370737073707,0.11586362826831906,Low Stress
west bengal,340,2930115,909,3223.4488448844886,0.09402346417836875,Low Stress
west bengal,341,4850029,909,5335.565456545654,0.156930478859129,Low Stress
west bengal,342,4496694,909,4946.858085808581,0.14535326757142214,Low Stress
west bengal,343,8161961,909,8979.05500550055,0.26544771189440014,Low Stress
west bengal,344,5913457,909,6505.453245324533,0.1917742691580338,Low Stress
west bengal,345,5095875,909,5606.023102310231,0.1649857552575542,Low Stress
jharkhand,0,32988134,330,99964.04242424242,2.975333097804987,Low Stress
jharkhand,346,1322784,330,4008.4363636363637,0.11740343339678219,Low Stress
jharkhand,347,1042886,330,3160.2606060606063,0.09214147364555482,Low Stress
jharkhand,348,716259,330,2170.481818181818,0.06266202710551472,Low Stress
jharkhand,349,2445474,330,7410.527272727273,0.21873087979906256,Low Stress
jharkhand,350,1492073,330,4521.433333333333,0.13268247041857417,Low Stress
jharkhand,351,1313551,330,3980.457575757576,0.1165701167086205,Low Stress
jharkhand,352,1150567,330,3486.5666666666666,0.10186013218535116,Low Stress
jharkhand,353,900422,330,2728.551515151515,0.07928350454967396,Low Stress
jharkhand,354,2684487,330,8134.809090909091,0.24030279809079777,Low Stress
jharkhand,355,2062330,330,6249.484848484848,0.1841505387215119,Low Stress
jharkhand,356,461790,330,1399.3636363636363,0.039695140468471654,Low Stress
jharkhand,357,2293919,330,6951.269696969697,0.2050524101061842,Low Stress
