state,district,population,phcs,population_per_phc,stress_score,stress_category
jharkhand,358,1939869,330,5878.390909090909,0.17309792365068236,Low Stress
jharkhand,359,726978,330,2202.9636363636364,0.06362946148008476,Low Stress
jharkhand,360,1734495,330,5256.045454545455,0.1545620651524131,Low Stress
jharkhand,361,949443,330,2877.1,0.08370785388037628,Low Stress
jharkhand,362,1321442,330,4004.369696969697,0.11728231230986429,Low Stress
jharkhand,363,791042,330,2397.0969696969696,0.069411504186723,Low Stress
jharkhand,364,2914253,330,8831.069696969696,0.2610401361360875,Low Stress
jharkhand,365,531885,330,1611.7727272727273,0.046021506032935436,Low Stress
jharkhand,366,1025213,330,3106.7060606060604,0.09054641182059199,Low Stress
jharkhand,367,599578,330,1816.9030303030304,0.05213108109756554,Low Stress
jharkhand,368,1502338,330,4552.539393939394,0.13360892940308408,Low Stress
jharkhand,369,1065056,330,3227.4424242424243,0.09414240844210467,Low Stress
odisha,0,41974218,1305,32164.15172413793,0.9559897073513001,Low Stress
odisha,370,1481255,1305,1135.0613026819924,0.031823193108522746,Low Stress
odisha,371,579505,1305,444.06513409961684,0.011242650404882494,Low Stress
odisha,372,1041099,1305,797.7770114942529,0.021777560334180098,Low Stress
odisha,373,312520,1305,239.47892720306513,0.005149280630852673,Low Stress
odisha,374,2093437,1305,1604.1662835249042,0.045794956672038006,Low Stress
odisha,375,1801733,1305,1380.638314176245,0.03913742783497377,Low Stress
odisha,376,2519738,1305,1930.8337164750958,0.05552437828013842,Low Stress
odisha,377,2320529,1305,1778.1831417624521,0.05097785282247335,Low Stress
odisha,378,1506337,1305,1154.2812260536398,0.03239563688128981,Low Stress
odisha,379,1440361,1305,1103.7249042145593,0.03088987377021094,Low Stress
odisha,380,1136971,1305,871.2421455938697,0.023965636619273967,Low Stress
odisha,381,2624470,1305,2011.0881226053639,0.05791466538680617,Low Stress
odisha,382,1827192,1305,1400.1471264367817,0.03971847583795906,Low Stress
odisha,383,1192811,1305,914.031417624521,0.025240066898809616,Low Stress
odisha,384,1273821,1305,976.1080459770114,0.027088949365592977,Low Stress
odisha,385,962789,1305,737.7693486590039,0.019990299675325573,Low Stress
odisha,386,2251673,1305,1725.4199233716474,0.04940635978293706,Low Stress
odisha,387,1698730,1305,1301.7088122605364,0.0367866015082723,Low Stress
odisha,388,3529031,1305,2704.2383141762452,0.07855936323936788,Low Stress
odisha,389,577817,1305,442.77164750957854,0.011204125363481058,Low Stress
odisha,390,733110,1305,561.7701149425287,0.014748360703737676,Low Stress
odisha,391,441162,1305,338.0551724137931,0.00808526308106802,Low Stress
odisha,392,610183,1305,467.5731800766284,0.011942811080305035,Low Stress
odisha,393,1648997,1305,1263.599233716475,0.035651550629114945,Low Stress
odisha,394,610382,1305,467.7256704980843,0.011947352835778307,Low Stress
odisha,395,1576869,1305,1208.328735632184,0.034005381087525634,Low Stress
odisha,396,967911,1305,741.6942528735632,0.02010719852725576,Low Stress
odisha,397,1220946,1305,935.5908045977011,0.02588218896031992,Low Stress
odisha,398,1379647,1305,1057.200766283525,0.029504204715917828,Low Stress
odisha,399,613192,1305,469.87892720306513,0.01201148516180795,Low Stress
chhattisgarh,0,25545198,783,32624.773946360154,0.9697088215023071,Low Stress
chhattisgarh,400,658917,783,841.528735632184,0.02308065616584857,Low Stress
chhattisgarh,401,2359886,783,3013.9029374201787,0.08778237530838298,Low Stress
chhattisgarh,402,851669,783,1087.6998722860792,0.030412586241094972,Low Stress
chhattisgarh,403,1493984,783,1908.0255427841635,0.05484506251258316,Low Stress
chhattisgarh,404,1206640,783,1541.0472541507024,0.043915027464741366,Low Stress
chhattisgarh,405,1619707,783,2068.5913154533846,0.05962733322754438,Low Stress
chhattisgarh,406,2663629,783,3401.8250319284803,0.0993361980279686,Low Stress
chhattisgarh,407,822526,783,1050.4802043422733,0.029304040346977627,Low Stress
chhattisgarh,408,1537133,783,1963.13282247765,0.05648637077821364,Low Stress
chhattisgarh,409,3343872,783,4270.590038314176,0.12521138536805243,Low Stress
chhattisgarh,410,4063872,783,5190.130268199234,0.1525988555586466,Low Stress
chhattisgarh,411,1032754,783,1318.970625798212,0.03730072518479462,Low Stress
chhattisgarh,412,799781,783,1021.4316730523627,0.028438862556026148,Low Stress
chhattisgarh,413,748941,783,956.5019157088122,0.02650500285534586,Low Stress
chhattisgarh,414,1413199,783,1804.851851851852,0.05177215031904545,Low Stress
chhattisgarh,415,139820,783,178.56960408684546,0.003335165035950149,Low Stress
chhattisgarh,416,533638,783,681.5300127713921,0.018315274390838226,Low Stress
chhattisgarh,417,255230,783,325.9642401021711,0.0077251482785841395,Low Stress
madhya pradesh,0,72626809,1156,62825.959342560556,1.8692171169277703,Low Stress
madhya pradesh,418,687861,1156,595.0354671280277,0.01573913175621664,Low Stress
madhya pradesh,419,1965970,1156,1700.666089965398,0.048669094731900266,Low Stress
madhya pradesh,420,1703005,1156,1473.1877162629758,0.04189390754997709,Low Stress
madhya pradesh,421,2032036,1156,1757.8166089965398,0.050371258580172606,Low Stress
madhya pradesh,422,786754,1156,680.583044982699,0.018287070021696564,Low Stress
madhya pradesh,423,1726050,1156,1493.1228373702422,0.04248765268186696,Low Stress
madhya pradesh,424,1445166,1156,1250.143598615917,0.035250789690946846,Low Stress
madhya pradesh,425,1762375,1156,1524.545847750865,0.04342355165847358,Low Stress
madhya pradesh,426,1016520,1156,879.3425605536332,0.024206898356424606,Low Stress
madhya pradesh,427,2378458,1156,2057.489619377163,0.05929668171228597,Low Stress
madhya pradesh,428,1264219,1156,1093.6150519031141,0.030588763204503957,Low Stress
madhya pradesh,429,2228935,1156,1928.14446366782,0.05544428191382343,Low Stress
madhya pradesh,430,2365106,1156,2045.939446366782,0.05895267281660388,Low Stress
madhya pradesh,431,644758,1156,557.7491349480969,0.01462860034290143,Low Stress
madhya pradesh,432,826067,1156,714.590830449827,0.01929995361336445,Low Stress
madhya pradesh,433,1340411,1156,1159.5250865051903,0.032551819359372826,Low Stress
madhya pradesh,434,1455069,1156,1258.7102076124568,0.035505936492470185,Low Stress
madhya pradesh,435,1986864,1156,1718.7404844290656,0.049207420216200844,Low Stress
madhya pradesh,436,1512681,1156,1308.5475778546713,0.03699028643989649,Low Stress
madhya pradesh,437,1563715,1156,1352.6946366782006,0.03830515686996234,Low Stress
madhya pradesh,438,2185793,1156,1890.8243944636679,0.054332745681235334,Low Stress
madhya pradesh,439,3276697,1156,2834.5129757785467,0.08243944732407264,Low Stress
madhya pradesh,440,1873046,1156,1620.2820069204151,0.04627494534436569,Low Stress
madhya pradesh,441,1385881,1156,1198.8589965397923,0.033723335573173314,Low Stress
madhya pradesh,442,1545814,1156,1337.2093425605535,0.037843944823706725,Low Stress
madhya pradesh,443,1458875,1156,1262.0025951557093,0.03560399654766536,Low Stress
madhya pradesh,444,2371061,1156,2051.090830449827,0.059106100990194865,Low Stress
madhya pradesh,445,1311332,1156,1134.370242214533,0.03180261065074946,Low Stress
madhya pradesh,446,1331597,1156,1151.9005190311418,0.03232473020370013,Low Stress
madhya pradesh,447,1575362,1156,1362.7698961937717,0.0386052371282015,Low Stress
madhya pradesh,448,570465,1156,493.4818339100346,0.012714471157243194,Low Stress
madhya pradesh,449,1241350,1156,1073.8321799307957,0.02999955264164046,Low Stress
madhya pradesh,450,1292042,1156,1117.6833910034602,0.03130561157962099,Low Stress
madhya pradesh,451,2463289,1156,2130.872837370242,0.061482318218397884,Low Stress
madhya pradesh,452,1091854,1156,944.5103806228374,0.026147848487289932,Low Stress
madhya pradesh,453,704524,1156,609.4498269896194,0.016168447231707243,Low Stress
madhya pradesh,454,1054905,1156,912.5475778546713,0.025195872402317104,Low Stress
madhya pradesh,455,2090922,1156,1808.7560553633218,0.051888432623846584,Low Stress
madhya pradesh,456,1379131,1156,1193.0198961937717,0.03354942454517347,Low Stress
madhya pradesh,457,1701698,1156,1472.0570934256054,0.04186023322203697,Low Stress
madhya pradesh,458,1241519,1156,1073.9783737024222,0.03000390685848964,Low Stress
madhya pradesh,459,845071,1156,731.030276816609,0.019789584009825074,Low Stress
madhya pradesh,460,1066063,1156,922.1998269896194,0.025483353772750048,Low Stress
madhya pradesh,461,749237,1156,648.128892733564,0.01732045964577501,Low Stress
madhya pradesh,462,1127033,1156,974.9420415224913,0.027054221236031684,Low Stress
madhya pradesh,463,1178273,1156,1019.2673010380623,0.028374399173026126,Low Stress
madhya pradesh,464,1025048,1156,886.719723183391,0.024426618837429456,Low Stress
madhya pradesh,465,728999,1156,630.6219723183391,0.01679903573693634,Low Stress
madhya pradesh,466,1310061,1156,1133.2707612456747,0.03176986384829201,Low Stress
madhya pradesh,467,757847,1156,655.5769896193772,0.0175422928237126,Low Stress
gujarat,0,60439692,1158,52193.17098445596,1.552531489984741,Low Stress
gujarat,468,2092371,1158,1806.8834196891191,0.05183265827919232,Low Stress
gujarat,469,3120506,1158,2694.7374784110534,0.07827639154563627,Low Stress
gujarat,470,1343734,1158,1160.392055267703,0.03257764104761202,Low Stress
gujarat,471,2035064,1158,1757.3955094991366,0.050358716605871115,Low Stress
gujarat,472,2428589,1158,2097.227115716753,0.060480218289674655,Low Stress
gujarat,473,1391753,1158,1201.8592400690845,0.03381269444791585,Low Stress
gujarat,474,7214225,1158,6229.900690846287,0.1835672466412937,Low Stress
gujarat,475,1756268,1158,1516.6390328151986,0.04318805608001457,Low Stress
gujarat,476,3804558,1158,3285.455958549223,0.0958702762284625,Low Stress
gujarat,477,2160119,1158,1865.387737478411,0.053575143498871686,Low Stress
gujarat,478,585449,1158,505.5690846286701,0.013074476307626063,Low Stress
gujarat,479,2743082,1158,2368.810017271157,0.06856900916457313,Low Stress
gujarat,480,1514190,1158,1307.5906735751296,0.03696178612356506,Low Stress
gujarat,481,2880365,1158,2487.3618307426595,0.07209994141959532,Low Stress
gujarat,482,2092745,1158,1807.2063903281519,0.0518422775959568,Low Stress
gujarat,483,2299885,1158,1986.0837651122624,0.05716993875797463,Low Stress
gujarat,484,2390776,1158,2064.573402417962,0.05950766421262831,Low Stress
gujarat,485,2127086,1158,1836.8618307426598,0.05272553149170294,Low Stress
gujarat,486,4165626,1158,3597.259067357513,0.10515698068171851,Low Stress
gujarat,487,590297,1158,509.7556131260794,0.01319916734418811,Low Stress
gujarat,488,1551019,1158,1339.394645941278,0.03790903162388346,Low Stress
gujarat,489,228291,1158,197.1424870466321,0.003888337438725973,Low Stress
gujarat,490,1329672,1158,1148.2487046632125,0.032215965025306846,Low Stress
gujarat,491,1705678,1158,1472.951640759931,0.041886876306979515,Low Stress
gujarat,492,6081322,1158,5251.573402417962,0.1544288701160765,Low Stress
gujarat,493,807022,1158,696.9101899827289,0.01877335564841865,Low Stress
daman and diu,0,243247,3,81082.33333333333,2.4129626565037032,Low Stress
daman and diu,494,52074,3,17358.0,0.5150051524581117,Low Stress
daman and diu,495,191173,3,63724.333333333336,1.8959741745231407,Low Stress
dadra and nagar haveli,0,343709,6,57284.833333333336,1.7041809189802304,Low Stress
dadra and nagar haveli,496,343709,6,57284.833333333336,1.7041809189802304,Low Stress
maharashtra,0,112374333,1811,62050.984538928766,1.8461353651532117,Low Stress
maharashtra,497,1648295,1811,910.1573716178907,0.025124682801327725,Low Stress
maharashtra,498,2050862,1811,1132.4472667034788,0.03174533699074568,Low Stress
maharashtra,499,4229917,1811,2335.68028713418,0.06758227746207623,Low Stress
maharashtra,500,2586258,1811,1428.0828271673108,0.040550509223933225,Low Stress
maharashtra,501,1813906,1811,1001.6046383213694,0.027848336655130184,Low Stress
maharashtra,502,1197160,1811,661.0491441192711,0.017705274782928136,Low Stress
maharashtra,503,2888445,1811,1594.9447818884594,0.04552030463075406,Low Stress
maharashtra,504,1300774,1811,718.2628382109332,0.019409320229232356,Low Stress
maharashtra,505,4653570,1811,2569.613473219216,0.07454971396161414,Low Stress
maharashtra,506,1200334,1811,662.8017669795693,0.01775747468107481,Low Stress
maharashtra,507,1322507,1811,730.2633903920486,0.019766743161312286,Low Stress
maharashtra,508,1072942,1811,592.4583103257869,0.015662374043172722,Low Stress
maharashtra,509,2204307,1811,1217.17669795693,0.03426890768107856,Low Stress
maharashtra,510,2772348,1811,1530.838210933186,0.043610962609602656,Low Stress
maharashtra,511,3361292,1811,1856.0419657647708,0.05329679021328742,Low Stress
maharashtra,512,1177345,1811,650.1076753175041,0.01737939545659658,Low Stress
maharashtra,513,1836086,1811,1013.8520154610712,0.028213110990635306,Low Stress
maharashtra,514,1959046,1811,1081.748205411375,0.03023532254580707,Low Stress
maharashtra,515,3701282,1811,2043.7780231916067,0.058888297261456314,Low Stress
maharashtra,516,6107187,1811,3372.273329652126,0.09845603385584083,Low Stress
maharashtra,517,11060148,1811,6107.2048591938155,0.1799128894716109,Low Stress
maharashtra,518,9356962,1811,5166.737713970182,0.15190213467487398,Low Stress
maharashtra,519,3085411,1811,1703.7056874654886,0.04875962572034385,Low Stress
maharashtra,520,2634200,1811,1454.5554942020983,0.04133896779890106,Low Stress
maharashtra,521,9429408,1811,5206.741027056874,0.15309358830472086,Low Stress
maharashtra,522,4543159,1811,2508.64660408614,0.07273388442340603,Low Stress
maharashtra,523,2585049,1811,1427.415240198785,0.04053062589789058,Low Stress
maharashtra,524,2454196,1811,1355.160684704583,0.038378605333244435,Low Stress
maharashtra,525,1657576,1811,915.2821645499724,0.02527731898743336,Low Stress
maharashtra,526,4317756,1811,2384.1833241303148,0.06902688579645108,Low Stress
maharashtra,527,3003741,1811,1658.6090557702926,0.04741647333167373,Low Stress
maharashtra,528,1615069,1811,891.8106018774158,0.02457824492614769,Low Stress
maharashtra,529,849651,1811,469.1612368856985,0.011990109563944858,Low Stress
maharashtra,530,3876001,1811,2140.254555494202,0.061761742127331855,Low Stress
maharashtra,531,2822143,1811,1558.3340695748204,0.04442989579429506,Low Stress
andhra pradesh,0,84580777,1709,49491.385020479815,1.4720618377118746,Low Stress
andhra pradesh,532,2741239,1709,1604.001755412522,0.045790056387496954,Low Stress
andhra pradesh,533,2551335,1709,1492.8818022235225,0.04248047372146792,Low Stress
andhra pradesh,534,3776269,1709,2209.6366296079577,0.06382820906895723,Low Stress
andhra pradesh,535,3033288,1709,1774.8905792861322,0.05087978755709377,Low Stress
andhra pradesh,536,3943323,1709,2307.3861907548276,0.06673956966531547,Low Stress
andhra pradesh,537,5296741,1709,3099.321825629023,0.09032648069768807,Low Stress
andhra pradesh,538,4053028,1709,2371.578700994734,0.06865147129127762,Low Stress
andhra pradesh,539,3488809,1709,2041.4330017554125,0.058818453438866734,Low Stress
andhra pradesh,540,3512576,1709,2055.33996489175,0.05923265667430945,Low Stress
andhra pradesh,541,2797370,1709,1636.8461088355764,0.046768288465951734,Low Stress
andhra pradesh,542,2703114,1709,1581.6933879461674,0.04512562678547511,Low Stress
andhra pradesh,543,2344474,1709,1371.839672322996,0.03887537019612126,Low Stress
andhra pradesh,544,4290589,1709,2510.5845523698067,0.07279160403058023,Low Stress
andhra pradesh,545,5154296,1709,3015.971913399649,0.08784399742791753,Low Stress
andhra pradesh,546,3936966,1709,2303.666471620831,0.06662878201993704,Low Stress
andhra pradesh,547,4517398,1709,2643.2990052662376,0.07674435455136641,Low Stress
andhra pradesh,548,4887813,1709,2860.0427150380337,0.08319982185714798,Low Stress
andhra pradesh,549,3397448,1709,1987.974253949678,0.05722624483898954,Low Stress
andhra pradesh,550,2963557,1709,1734.0883557636043,0.04966453927962267,Low Stress
andhra pradesh,551,2882469,1709,1686.6407255705092,0.04825136504831127,Low Stress
andhra pradesh,552,4053463,1709,2371.8332358104153,0.06865905232411379,Low Stress
andhra pradesh,553,4081148,1709,2388.0327677004097,0.06914153713806724,Low Stress
andhra pradesh,554,4174064,1709,2442.4014043300176,0.07076084575187608,Low Stress
karnataka,0,61095297,2350,25997.998723404256,0.7723377843469681,Low Stress
karnataka,555,4779661,2350,2033.8982978723404,0.05859404076904979,Low Stress
karnataka,556,1889752,2350,804.1497872340426,0.021967366282775354,Low Stress
karnataka,557,2177331,2350,926.523829787234,0.02561213932652459,Low Stress
karnataka,558,1703300,2350,724.8085106382979,0.019604275710956364,Low Stress
karnataka,559,1928812,2350,820.7710638297872,0.022462412287834292,Low Stress
karnataka,560,1389920,2350,591.4553191489362,0.015632501080506518,Low Stress
karnataka,561,1064570,2350,453.0085106382979,0.011509018803345063,Low Stress
karnataka,562,1847023,2350,785.9672340425532,0.021425819412571472,Low Stress
karnataka,563,1437169,2350,611.5612765957446,0.016231334380379273,Low Stress
karnataka,564,1597668,2350,679.8587234042553,0.01826549691919021,Low Stress
karnataka,565,2452595,2350,1043.6574468085107,0.029100832197403864,Low Stress
karnataka,566,1659456,2350,706.1514893617021,0.019048597343168237,Low Stress
karnataka,567,1945497,2350,827.8710638297872,0.02267387779204342,Low Stress
karnataka,568,1752753,2350,745.8523404255319,0.02023104248228713,Low Stress
karnataka,569,1177361,2350,501.0046808510638,0.012938530681394295,Low Stress
karnataka,570,1137961,2350,484.2387234042553,0.012439175520121325,Low Stress
karnataka,571,2678980,2350,1139.9914893617022,0.03197003316656077,Low Stress
karnataka,572,9621551,2350,4094.277021276596,0.11996010071361805,Low Stress
karnataka,573,1805769,2350,768.412340425532,0.02090296667594317,Low Stress
karnataka,574,1776421,2350,755.923829787234,0.02053101045073913,Low Stress
karnataka,575,2089649,2350,889.2123404255319,0.024500858634881526,Low Stress
karnataka,576,554519,2350,235.9655319148936,0.005044638108866876,Low Stress
karnataka,577,3001127,2350,1277.0753191489362,0.03605292065738828,Low Stress
karnataka,578,1020791,2350,434.3791489361702,0.01095416424483315,Low Stress
karnataka,579,2566326,2350,1092.0536170212765,0.030542257624986,Low Stress
karnataka,580,1174271,2350,499.68978723404257,0.012899368055802076,Low Stress
karnataka,581,1536401,2350,653.7876595744681,0.017488999643410736,Low Stress
karnataka,582,1255104,2350,534.0868085106383,0.013923844597710152,Low Stress
karnataka,583,990923,2350,421.6693617021277,0.010575617545419415,Low Stress
karnataka,584,1082636,2350,460.69617021276594,0.011737987086176472,Low Stress
goa,0,1458545,21,69454.52380952382,2.06664144470088,Low Stress
goa,585,818008,21,38952.76190476191,1.158180816467476,Low Stress
goa,586,640537,21,30501.761904761905,0.9064772987109524,Low Stress
lakshadweep,0,64473,4,16118.25,0.4780805948745536,Low Stress
lakshadweep,587,64473,4,16118.25,0.4780805948745536,Low Stress
kerala,0,33406061,820,40739.0987804878,1.2113848485960295,Low Stress
kerala,588,1307375,820,1594.3597560975609,0.04550288029640931,Low Stress
kerala,589,2523003,820,3076.832926829268,0.08965667417320947,Low Stress
kerala,590,817420,820,996.8536585365854,0.027706834072640508,Low Stress
kerala,591,3086293,820,3763.771951219512,0.11011637940611194,Low Stress
kerala,592,4112920,820,5015.756097560976,0.14740531726074982,Low Stress
kerala,593,2809934,820,3426.7487804878047,0.10007852381048676,Low Stress
kerala,594,3121200,820,3806.3414634146343,0.11138426438643277,Low Stress
kerala,595,3282388,820,4002.9121951219513,0.11723890225872073,Low Stress
kerala,596,1108974,820,1352.4073170731708,0.038296599379096595,Low Stress
kerala,597,1974551,820,2407.9890243902437,0.06973591176948167,Low Stress
kerala,598,2127789,820,2594.8646341463414,0.07530179135278603,Low Stress
kerala,599,1197412,820,1460.2585365853658,0.041508826493704395,Low Stress
kerala,600,2635375,820,3213.871951219512,0.09373822718574601,Low Stress
kerala,601,3301427,820,4026.130487804878,0.11793043295858976,Low Stress
tamil nadu,0,72147030,1229,58703.84865744508,1.746444692359634,Low Stress
tamil nadu,602,3728104,1229,3033.445077298617,0.08836441593693498,Low Stress
tamil nadu,603,4646732,1229,3780.9048006509356,0.11062666203196474,Low Stress
tamil nadu,604,3998252,1229,3253.2563059397885,0.09491124583770014,Low Stress
tamil nadu,605,3936331,1229,3202.873067534581,0.0934106378217782,Low Stress
tamil nadu,606,2464875,1229,2005.5939788445892,0.057751028502218894,Low Stress
tamil nadu,607,3458873,1229,2814.379983726607,0.08183980882893155,Low Stress
tamil nadu,608,3482056,1229,2833.2432872253867,0.08240163108039905,Low Stress
tamil nadu,609,1726601,1229,1404.8828315703825,0.03985952348216506,Low Stress
tamil nadu,610,2251744,1229,1832.1757526444264,0.05258596193285699,Low Stress
tamil nadu,611,735394,1229,598.3677786818552,0.01583838090310566,Low Stress
tamil nadu,612,2159775,1229,1757.3433685923515,0.050357163647681925,Low Stress
tamil nadu,613,1064493,1229,866.1456468673719,0.023813843144217625,Low Stress
tamil nadu,614,2722290,1229,2215.044751830757,0.06398928389891058,Low Stress
tamil nadu,615,565223,1229,459.9048006509357,0.01171441703499222,Low Stress
tamil nadu,616,754894,1229,614.2343368592351,0.01631094847001313,Low Stress
tamil nadu,617,2605914,1229,2120.353132628153,0.061169000659606766,Low Stress
tamil nadu,618,1616450,1229,1315.2563059397885,0.037190098350758635,Low Stress
tamil nadu,619,1264277,1229,1028.7038242473557,0.02865545538970702,Low Stress
tamil nadu,620,2405890,1229,1957.59967453214,0.05632157219790928,Low Stress
tamil nadu,621,1618345,1229,1316.7982099267697,0.03723602222456836,Low Stress
tamil nadu,622,1339101,1229,1089.585842148088,0.030468757729516505,Low Stress
tamil nadu,623,3038252,1229,2472.13344182262,0.0716463810053321,Low Stress
tamil nadu,624,1245899,1229,1013.7502034174125,0.02821007863357237,Low Stress
tamil nadu,625,1942288,1229,1580.380797396257,0.04508653275414315,Low Stress
tamil nadu,626,1353445,1229,1101.2571196094386,0.030816373584886803,Low Stress
tamil nadu,627,1750176,1229,1424.0650935720098,0.0404308455534391,Low Stress
tamil nadu,628,3077233,1229,2503.8510984540276,0.07259105568869724,Low Stress
tamil nadu,629,1870374,1229,1521.86655817738,0.04334375203585678,Low Stress
tamil nadu,630,1506843,1229,1226.0724165988609,0.03453385664275721,Low Stress
tamil nadu,631,1879809,1229,1529.5435313262815,0.043572402035537396,Low Stress
tamil nadu,632,3458045,1229,2813.706265256306,0.08181974288301364,Low Stress
tamil nadu,633,2479052,1229,2017.1293734743695,0.05809459724047773,Low Stress
puducherry,0,1247953,24,51998.041666666664,1.5467197830027277,Low Stress
puducherry,634,55626,24,2317.75,0.06704824405229541,Low Stress
puducherry,635,950289,24,39595.375,1.1773203238190126,Low Stress
puducherry,636,41816,24,1742.3333333333333,0.049910106651309384,Low Stress
puducherry,637,200222,24,8342.583333333334,0.24649111991275716,Low Stress
andaman and nicobar islands,0,380581,22,17299.136363636364,0.5132519653393486,Low Stress
andaman and nicobar islands,638,36842,22,1674.6363636363637,0.047893828647027764,Low Stress
andaman and nicobar islands,639,105597,22,4799.863636363636,0.14097520343510975,Low Stress
andaman and nicobar islands,640,238142,22,10824.636363636364,0.3204162742123089,Low Stress
